"variable","GND","real","alpha","model"
"X99.5",12.15,0.00469820564634271,"3.31",0.00033616752585566
"X99.5",12.25,0.00416567681960624,"3.31",0.00032766577149868
"X99.5",12.35,0.00371611320377915,"3.31",0.00031944177741145
"X99.5",12.45,0.00332762824751959,"3.31",0.000311484451004749
"X99.5",12.55,0.0043937782219694,"3.31",0.000303783222011665
"X99.5",12.65,0.00462251682236413,"3.31",0.000296328014215127
"X99.5",12.75,0.00338660586907927,"3.31",0.000289109218901768
"X99.5",12.85,0.00421329865300415,"3.31",0.000282117669924949
"X99.5",12.95,0.00408685898310791,"3.31",0.000275344620268221
"X99.5",13.05,0.00462993471457994,"3.31",0.000268781720010291
"X99.5",13.15,0.00444759678015227,"3.31",0.000262420995594782
"X99.5",13.25,0.00406867830487797,"3.31",0.000256254830323442
"X99.5",13.35,0.00329353143848924,"3.31",0.000250275945989142
"X99.5",13.45,0.00350920432848943,"3.31",0.000244477385575922
"X99.5",13.55,0.00358226969490582,"3.31",0.000238852496956902
"X99.5",13.65,0.00328801219692832,"3.31",0.000233394917526055
"X99.5",13.75,0.00329460833649962,"3.31",0.000228098559704323
"X99.5",13.85,0.00298399635830137,"3.31",0.000222957597264748
"X99.5",13.95,0.00299957143456628,"3.31",0.000217966452425135
"X99.5",14.05,0.00284062254164132,"3.31",0.000213119783660305
"X99.5",14.15,0.00255653949202764,"3.31",0.000208412474189328
"X99.5",14.25,0.00230984579017105,"3.31",0.000203839621096122
"X99.5",14.35,0.00176811418812272,"3.31",0.000199396525044656
"X99.5",14.45,0.00150428112470311,"3.31",0.00019507868055262
"X99.5",14.55,0.000865338431077321,"3.31",0.000190881766789749
"X99.5",14.65,0.00101172211645048,"3.31",0.000186801638869396
"X99.5",14.75,0.00073474704419249,"3.31",0.000182834319603861
"X99.5",14.85,0.000568289478949042,"3.31",0.000178975991696023
"X99.5",14.95,0.00041667748783845,"3.31",0.000175222990341567
"X99.5",15.05,0.000342361495533867,"3.31",0.000171571796217771
"X99.5",15.15,0.000299422546959324,"3.31",0.000168019028836386
"X99.5",15.25,0.000289084621965559,"3.31",0.000164561440239504
"X99.5",15.35,0.00022074721556454,"3.31",0.000161195909018947
"X99.5",15.45,0.000217394173346725,"3.31",0.000157919434640171
"X99.5",15.55,0.000141759863280332,"3.31",0.00015472913205407
"X99.5",15.65,0.00013957019478465,"3.31",0.000151622226579979
"X99.5",15.75,9.05049525990921e-05,"3.31",0.000148596049044828
"X99.5",15.85,9.10650859434535e-05,"3.31",0.000145648031164169
"X99.5",15.95,5.67729057751033e-05,"3.31",0.000142775701151652
"X99.5",16.05,4.54223727375813e-05,"3.31",0.00013997667954439
"X99.5",16.15,5.33439079748329e-05,"3.31",0.000137248675232369
"X99.5",16.25,3.42058810120256e-05,"3.31",0.000134589481680826
"X99.5",16.35,2.62365794984127e-05,"3.31",0.000131996973335119
"X99.5",16.45,2.47459284257448e-05,"3.31",0.000129469102198302
"X99.5",16.55,1.80372190582213e-05,"3.31",0.000127003894572141
"X99.5",16.65,2.91648032609906e-05,"3.31",0.000124599447952894
"X99.5",16.75,1.13659903764511e-05,"3.31",0.00012225392807366
"X99.5",16.85,8.78497810788305e-06,"3.31",0.000119965566085599
"X99.5",16.95,5.79618921986008e-06,"3.31",0.000117732655870741
"X99.5",17.05,4.33222793066827e-06,"3.31",0.000115553551479569
"X99.5",17.15,6.76764473203521e-06,"3.31",0.000113426664686904
"X99.5",17.25,7.12172434884679e-06,"3.31",0.000111350462659995
"X99.5",17.35,4.14264975962936e-06,"3.31",0.000109323465733124
"X99.5",17.45,2.70657055038281e-06,"3.31",0.000107344245283247
"X99.5",17.55,2.08742949016635e-06,"3.31",0.000105411421701596
"X99.5",17.65,2.95720305346925e-06,"3.31",0.000103523662456413
"X99.5",17.75,2.39274096773296e-06,"3.31",0.000101679680242234
"X99.5",17.85,1.78711145340988e-06,"3.31",9.98782312114308e-05
"X99.5",17.95,0,"3.31",9.81181132839395e-05
"X99.5",18.05,6.91633277855181e-07,"3.31",9.63981645313074e-05
"X99.5",18.15,8.86494349630241e-07,"3.31",9.47172616314335e-05
"X99.5",18.25,5.25875531528232e-07,"3.31",9.30743183905489e-05
"X99.5",18.35,0,"3.31",9.14682843291784e-05
"X99.5",18.45,0,"3.31",8.98981433289959e-05
"X99.5",18.55,0,"3.31",8.83629123376536e-05
"X99.5",18.65,0,"3.31",8.68616401288211e-05
"X99.5",18.75,0,"3.31",8.53934061147723e-05
"X99.5",18.85,0,"3.31",8.39573192091389e-05
"X99.5",18.95,0,"3.31",8.25525167373355e-05
"X99.5",19.05,0,"3.31",8.11781633925282e-05
"X99.5",19.15,7.33240929378807e-07,"3.31",7.98334502349838e-05
"X99.5",19.25,0,"3.31",7.85175937327986e-05
"X99.5",19.35,0,"3.31",7.72298348421003e-05
"X99.5",19.45,0,"3.31",7.59694381249102e-05
"X99.5",19.55,0,"3.31",7.47356909029485e-05
"X99.5",19.65,0,"3.31",7.352790244575e-05
"X99.5",19.75,0,"3.31",7.23454031915384e-05
"X99.5",19.85,0,"3.31",7.11875439993873e-05
"X99.5",19.95,0,"3.31",7.00536954312661e-05
"X99.5",2.05,0.180851432759511,"3.31",0.0522658819616447
"X99.5",2.15,0.188184843566048,"3.31",0.0466396017588203
"X99.5",2.25,0.15865784243695,"3.31",0.0417693809485162
"X99.5",2.35,0.154483696159206,"3.31",0.0375351909644879
"X99.5",2.45,0.146553112304074,"3.31",0.0338387131770088
"X99.5",2.55,0.145365217361611,"3.31",0.0305989800403468
"X99.5",2.65,0.144193527684858,"3.31",0.0277489685624335
"X99.5",2.75,0.125488462780524,"3.31",0.0252329231240249
"X99.5",2.85,0.110768650750717,"3.31",0.0230042401729956
"X99.5",2.95,0.116926395518106,"3.31",0.0210237879015901
"X99.5",20.05,0,"3.31",6.89432470626391e-05
"X99.5",20.15,0,"3.31",6.78556068203538e-05
"X99.5",20.25,0,"3.31",6.67902003466114e-05
"X99.5",20.35,0,"3.31",6.57464703878766e-05
"X99.5",20.45,0,"3.31",6.47238762076338e-05
"X99.5",20.55,0,"3.31",6.37218930219547e-05
"X99.5",20.65,0,"3.31",6.27400114568873e-05
"X99.5",20.75,0,"3.31",6.17777370267273e-05
"X99.5",20.85,0,"3.31",6.08345896322738e-05
"X99.5",20.95,0,"3.31",5.99101030782178e-05
"X99.5",21.05,0,"3.31",5.90038246088488e-05
"X99.5",21.15,0,"3.31",5.81153144613044e-05
"X99.5",21.25,0,"3.31",5.72441454356233e-05
"X99.5",21.35,0,"3.31",5.63899024808982e-05
"X99.5",21.45,0,"3.31",5.55521822968545e-05
"X99.5",21.55,0,"3.31",5.4730592950215e-05
"X99.5",21.65,0,"3.31",5.39247535052383e-05
"X99.5",21.75,0,"3.31",5.31342936678461e-05
"X99.5",21.85,0,"3.31",5.23588534427828e-05
"X99.5",21.95,0,"3.31",5.15980828032755e-05
"X99.5",22.05,0,"3.31",5.08516413726844e-05
"X99.5",22.15,0,"3.31",5.011919811766e-05
"X99.5",22.25,0,"3.31",4.94004310523423e-05
"X99.5",22.35,0,"3.31",4.86950269531587e-05
"X99.5",22.45,0,"3.31",4.80026810837977e-05
"X99.5",22.55,0,"3.31",4.73230969299522e-05
"X99.5",22.65,0,"3.31",4.66559859434469e-05
"X99.5",22.75,0,"3.31",4.60010672953781e-05
"X99.5",22.85,0,"3.31",4.53580676379126e-05
"X99.5",22.95,0,"3.31",4.47267208744064e-05
"X99.5",23.05,0,"3.31",4.41067679375194e-05
"X99.5",23.15,0,"3.31",4.34979565750156e-05
"X99.5",23.25,0,"3.31",4.29000411429522e-05
"X99.5",23.35,0,"3.31",4.23127824059724e-05
"X99.5",23.45,0,"3.31",4.17359473444307e-05
"X99.5",23.55,0,"3.31",4.11693089680892e-05
"X99.5",23.65,0,"3.31",4.06126461361359e-05
"X99.5",23.75,0,"3.31",4.00657433832842e-05
"X99.5",23.85,0,"3.31",3.95283907517263e-05
"X99.5",23.95,0,"3.31",3.9000383628719e-05
"X99.5",24.05,0,"3.31",3.84815225895921e-05
"X99.5",24.15,0,"3.31",3.79716132459776e-05
"X99.5",24.25,0,"3.31",3.74704660990648e-05
"X99.5",24.35,0,"3.31",3.69778963976971e-05
"X99.5",24.45,0,"3.31",3.64937240011311e-05
"X99.5",24.55,0,"3.31",3.60177732462879e-05
"X99.5",24.65,0,"3.31",3.55498728193317e-05
"X99.5",24.75,0,"3.31",3.50898556314191e-05
"X99.5",24.85,0,"3.31",3.46375586984676e-05
"X99.5",24.95,0,"3.31",3.41928230247977e-05
"X99.5",25.05,0,"3.31",3.37554934905104e-05
"X99.5",25.15,0,"3.31",3.33254187424656e-05
"X99.5",25.25,0,"3.31",3.29024510887432e-05
"X99.5",25.35,0,"3.31",3.24864463964024e-05
"X99.5",25.45,0,"3.31",3.20772639925727e-05
"X99.5",25.55,0,"3.31",3.16747665685608e-05
"X99.5",25.65,0,"3.31",3.12788200870152e-05
"X99.5",25.75,0,"3.31",3.08892936919813e-05
"X99.5",25.85,0,"3.31",3.05060596217583e-05
"X99.5",25.95,0,"3.31",3.01289931244586e-05
"X99.5",26.05,0,"3.31",2.97579723761772e-05
"X99.5",26.15,0,"3.31",2.93928784016803e-05
"X99.5",26.25,0,"3.31",2.90335949975271e-05
"X99.5",26.35,0,"3.31",2.86800086575419e-05
"X99.5",26.45,0,"3.31",2.83320085005546e-05
"X99.5",26.55,0,"3.31",2.79894862003346e-05
"X99.5",26.65,0,"3.31",2.76523359176425e-05
"X99.5",26.75,0,"3.31",2.73204542343285e-05
"X99.5",26.85,0,"3.31",2.69937400894084e-05
"X99.5",26.95,0,"3.31",2.66720947170521e-05
"X99.5",27.05,0,"3.31",2.63554215864188e-05
"X99.5",27.15,0,"3.31",2.60436263432793e-05
"X99.5",27.25,0,"3.31",2.57366167533651e-05
"X99.5",27.35,0,"3.31",2.54343026473878e-05
"X99.5",27.45,0,"3.31",2.51365958676736e-05
"X99.5",27.55,0,"3.31",2.48434102163595e-05
"X99.5",27.65,0,"3.31",2.45546614051018e-05
"X99.5",27.75,0,"3.31",2.42702670062446e-05
"X99.5",27.85,0,"3.31",2.39901464054057e-05
"X99.5",27.95,0,"3.31",2.37142207554276e-05
"X99.5",28.05,0,"3.31",2.34424129316558e-05
"X99.5",28.15,0,"3.31",2.31746474884985e-05
"X99.5",28.25,0,"3.31",2.29108506172271e-05
"X99.5",28.35,0,"3.31",2.26509501049782e-05
"X99.5",28.45,0,"3.31",2.23948752949189e-05
"X99.5",28.55,0,"3.31",2.21425570475294e-05
"X99.5",28.65,0,"3.31",2.18939277030232e-05
"X99.5",28.75,0,"3.31",2.16489210447296e-05
"X99.5",28.85,0,"3.31",2.14074722635939e-05
"X99.5",28.95,0,"3.31",2.11695179236226e-05
"X99.5",29.05,0,"3.31",2.09349959282975e-05
"X99.5",29.15,0,"3.31",2.0703845487921e-05
"X99.5",29.25,0,"3.31",2.04760070878635e-05
"X99.5",29.35,0,"3.31",2.02514224576847e-05
"X99.5",29.45,0,"3.31",2.00300345411011e-05
"X99.5",29.55,0,"3.31",1.98117874667781e-05
"X99.5",29.65,0,"3.31",1.95966265199139e-05
"X99.5",29.75,0,"3.31",1.93844981145986e-05
"X99.5",29.85,0,"3.31",1.91753497669207e-05
"X99.5",29.95,0,"3.31",1.8969130068799e-05
"X99.5",3.05,0.103464101986189,"3.31",0.0192585644380898
"X99.5",3.15,0.0943772833865327,"3.31",0.0176806208555945
"X99.5",3.25,0.0833856359064311,"3.31",0.0162661924193772
"X99.5",3.35,0.0768726882980976,"3.31",0.0149949944182237
"X99.5",3.45,0.0697434317139147,"3.31",0.0138496487269121
"X99.5",3.55,0.0638612590167952,"3.31",0.0128152147162711
"X99.5",3.65,0.060195138295796,"3.31",0.0118788038467545
"X99.5",3.75,0.0588787743697486,"3.31",0.0110292616824461
"X99.5",3.85,0.0544108782002394,"3.31",0.0102569044652722
"X99.5",3.95,0.047376853845698,"3.31",0.0095533000329281
"X99.5",30.05,0,"3.31",1.87657886625197e-05
"X99.5",30.15,0,"3.31",1.85652762159558e-05
"X99.5",30.25,0,"3.31",1.83675443984486e-05
"X99.5",30.35,0,"3.31",1.81725458573322e-05
"X99.5",30.45,0,"3.31",1.79802341950821e-05
"X99.5",30.55,0,"3.31",1.77905639470677e-05
"X99.5",30.65,0,"3.31",1.76034905598926e-05
"X99.5",30.75,0,"3.31",1.74189703703051e-05
"X99.5",30.95,0,"3.31",1.70574192589234e-05
"X99.5",4.05,0.0493950309491647,"3.31",0.00891108492766855
"X99.5",4.15,0.0381866097921852,"3.31",0.00832381116141038
"X99.5",4.25,0.0392559121840238,"3.31",0.00778581737738545
"X99.5",4.35,0.0340809818430314,"3.31",0.00729212015721435
"X99.5",4.45,0.0351907336420777,"3.31",0.00683832202374264
"X99.5",4.55,0.0315823197558267,"3.31",0.00642053332949973
"X99.5",4.65,0.0297623889835783,"3.31",0.00603530573300916
"X99.5",4.75,0.0273316450831928,"3.31",0.00567957537729325
"X99.5",4.85,0.0240281864944366,"3.31",0.00535061421766511
"X99.5",4.95,0.0235620119094273,"3.31",0.00504598821556882
"X99.5",5.05,0.021524170704392,"3.31",0.00476352133456112
"X99.5",5.15,0.0201025580229777,"3.31",0.00450126445450712
"X99.5",5.25,0.0182249903051269,"3.31",0.00425746845900015
"X99.5",5.35,0.0142174874597126,"3.31",0.00403056089931801
"X99.5",5.45,0.0152279405113914,"3.31",0.00381912567699696
"X99.5",5.55,0.0126062311862553,"3.31",0.00362188535677321
"X99.5",5.65,0.0127269627843012,"3.31",0.0034376857020375
"X99.5",5.75,0.011504620820883,"3.31",0.00326548214144513
"X99.5",5.85,0.00935614793549478,"3.31",0.00310432790226916
"X99.5",5.95,0.00906839648030405,"3.31",0.00295336356628086
"X99.5",6.05,0.0100247140434284,"3.31",0.00281180789026551
"X99.5",6.15,0.00881208725947623,"3.31",0.00267894969347679
"X99.5",6.25,0.0140326869810551,"3.31",0.00255414069197731
"X99.5",6.35,0.0125949876422073,"3.31",0.00243678915260072
"X99.5",6.45,0.00854126362550449,"3.31",0.00232635426383213
"X99.5",6.55,0.0138470155660544,"3.31",0.00222234113422149
"X99.5",6.65,0.0116402519082362,"3.31",0.00212429634110555
"X99.5",6.75,0.0102847167419786,"3.31",0.00203180396278415
"X99.5",6.85,0.00934937952120402,"3.31",0.00194448203616208
"X99.5",6.95,0.00869089328186327,"3.31",0.001861979389462
"X99.5",7.05,0.0103750370682678,"3.31",0.00178397280613176
"X99.5",7.15,0.0102139437147709,"3.31",0.00171016448167588
"X99.5",7.25,0.00805086460117791,"3.31",0.00164027973996795
"X99.5",7.35,0.00711350986232813,"3.31",0.00157406497980008
"X99.5",7.45,0.00681383016368047,"3.31",0.001511285825948
"X99.5",7.55,0.00552317864879866,"3.31",0.00145172546229851
"X99.5",7.65,0.00469889761947976,"3.31",0.00139518312715895
"X99.5",7.75,0.00426766451537189,"3.31",0.00134147275331201
"X99.5",7.85,0.00579841323656611,"3.31",0.00129042173740688
"X99.5",7.95,0.00430328182383434,"3.31",0.00124186982507542
"X99.5",8.05,0.00568714578232704,"3.31",0.00119566809972856
"X99.5",8.15,0.00319719962882732,"3.31",0.00115167806436009
"X99.5",8.25,0.00411311863607645,"3.31",0.00110977080688736
"X99.5",8.35,0.00360384625918677,"3.31",0.00106982624061268
"X99.5",8.45,0.00343295650568076,"3.31",0.00103173241232035
"X99.5",8.55,0.00523217317108987,"3.31",0.000995384871336009
"X99.5",8.65,0.00411154771433029,"3.31",0.000960686093600414
"X99.5",8.75,0.00385143967757886,"3.31",0.000927544955442853
"X99.5",8.85,0.00419567450077362,"3.31",0.000895876252301673
"X99.5",8.95,0.00252407166685241,"3.31",0.000865600258138611
"X99.5",9.05,0.0034056170864669,"3.31",0.000836642321732929
"X99.5",9.15,0.00422041048894344,"3.31",0.000808932496433953
"X99.5",9.25,0.00467024415978713,"3.31",0.00078240520029807
"X99.5",9.35,0.00248047942578543,"3.31",0.000756998903845785
"X99.5",9.45,0.00257433778137424,"3.31",0.000732655842950038
"X99.5",9.55,0.00220856044315434,"3.31",0.000709321754612835
"X99.5",9.65,0.00398461269433246,"3.31",0.000686945633606645
"X99.5",9.75,0.00325034048065605,"3.31",0.000665479508153154
"X99.5",9.85,0.00414597864917643,"3.31",0.000644878232987481
"X99.5",9.95,0.00434868102524057,"3.31",0.000625099298313075
"X99.9",0.05,0.885819997847644,"3.31",0.654543162990304
"X99.9",0.15,0.827662660099218,"3.31",0.320839425630636
"X99.9",0.25,0.750487315009747,"3.31",0.178509069365028
"X99.9",0.35,0.523568449711498,"3.31",0.108497710347325
"X99.9",0.45,0.415267243414752,"3.31",0.070387570820785
"X99.9",0.55,0.447801787336934,"3.31",0.0480089738965254
"X99.9",0.65,0.505110065769906,"3.31",0.0340708617776105
"X99.9",0.75,0.262007497248939,"3.31",0.0249710491091471
"X99.9",0.95,0.279485288433906,"3.31",0.0144701964191927
"X99.9",1.05,0.138743111813413,"3.31",0.0113551917802275
"X99.9",1.15,0.0909218927527361,"3.31",0.00905944491300475
"X99.9",1.25,0.087109701838149,"3.31",0.00733291916487369
"X99.9",1.35,0.0778681743088271,"3.31",0.00601128344913394
"X99.9",1.45,0.070108967827622,"3.31",0.00498364867984844
"X99.9",1.55,0.0460731220385088,"3.31",0.00417342910350891
"X99.9",1.65,0.0564815759393774,"3.31",0.00352662825448962
"X99.9",1.75,0.0302426566572867,"3.31",0.00300446771777284
"X99.9",1.85,0.0513620577143263,"3.31",0.00257863253442101
"X99.9",1.95,0.0400936527595274,"3.31",0.00222813557451294
"X99.9",10.05,0.000739759180052511,"3.31",1.53691968021711e-05
"X99.9",10.15,0.00136055464514199,"3.31",1.48907309388167e-05
"X99.9",10.25,0.000583525472282692,"3.31",1.44314794915785e-05
"X99.9",10.35,0.000372930271057191,"3.31",1.3990500601754e-05
"X99.9",10.45,0.000555725384841371,"3.31",1.35669067708899e-05
"X99.9",10.55,0.0013873635805102,"3.31",1.31598612591126e-05
"X99.9",10.65,0.000358655648043883,"3.31",1.27685747522917e-05
"X99.9",10.75,0.000664351081521638,"3.31",1.2392302275758e-05
"X99.9",10.85,0.00133145475213242,"3.31",1.20303403343219e-05
"X99.9",10.95,0.00070344823731456,"3.31",1.16820242601645e-05
"X99.9",11.05,0.00106073664808626,"3.31",1.13467257518217e-05
"X99.9",11.15,0.00147147397164334,"3.31",1.10238505889684e-05
"X99.9",11.25,0.000926783317483141,"3.31",1.07128365090534e-05
"X99.9",11.35,0.00108751664163409,"3.31",1.04131512330513e-05
"X99.9",11.45,0.000504343607276102,"3.31",1.01242906286981e-05
"X99.9",11.55,0.000900795780974555,"3.31",9.84577700057223e-06
"X99.9",11.65,0.00137654750903637,"3.31",9.57715749728964e-06
"X99.9",11.75,0.00129227078434094,"3.31",9.31800262689909e-06
"X99.9",11.85,0.000974871904790454,"3.31",9.06790487230997e-06
"X99.9",11.95,0.00104240021007352,"3.31",8.82647739926245e-06
"X99.9",12.05,0.000545606277688301,"3.31",8.59335284996552e-06
"X99.9",12.15,0.00101795934877045,"3.31",8.36818221608968e-06
"X99.9",12.25,0.000632245241448042,"3.31",8.15063378531198e-06
"X99.9",12.35,0.00078826577472167,"3.31",7.9403921560779e-06
"X99.9",12.45,0.000482274756696011,"3.31",7.73715731566872e-06
"X99.9",12.55,0.000812278329227612,"3.31",7.54064377705306e-06
"X99.9",12.65,0.000736421447904595,"3.31",7.35057977035473e-06
"X99.9",12.75,0.000719124730540098,"3.31",7.16670648509475e-06
"X99.9",12.85,0.000587077682806272,"3.31",6.98877735966222e-06
"X99.9",12.95,0.000718061500360309,"3.31",6.81655741474045e-06
"X99.9",13.05,0.000826909400420994,"3.31",6.64982262766488e-06
"X99.9",13.15,0.000711829927766725,"3.31",6.4883593449172e-06
"X99.9",13.25,0.000752456141018047,"3.31",6.33196373017049e-06
"X99.9",13.35,0.000503277983450642,"3.31",6.18044124549274e-06
"X99.9",13.45,0.00046248069945833,"3.31",6.03360616349296e-06
"X99.9",13.55,0.000577582485609627,"3.31",5.89128110835714e-06
"X99.9",13.65,0.000485183688306694,"3.31",5.75329662387099e-06
"X99.9",13.75,0.000454454523746219,"3.31",5.61949076666409e-06
"X99.9",13.85,0.000355700473453963,"3.31",5.48970872303734e-06
"X99.9",13.95,0.000370511824938778,"3.31",5.36380244785234e-06
"X99.9",14.05,0.00035911201237955,"3.31",5.24163032406944e-06
"X99.9",14.15,0.000425491364144261,"3.31",5.12305684162073e-06
"X99.9",14.25,0.000327517012752052,"3.31",5.00795229439616e-06
"X99.9",14.35,0.00026169779650145,"3.31",4.89619249420581e-06
"X99.9",14.45,0.000195175658384038,"3.31",4.78765850066009e-06
"X99.9",14.55,0.00010921924882363,"3.31",4.68223636598187e-06
"X99.9",14.65,0.000143255301796562,"3.31",4.57981689383213e-06
"X99.9",14.75,8.69395625348577e-05,"3.31",4.48029541129237e-06
"X99.9",14.85,8.45598805098024e-05,"3.31",4.38357155320521e-06
"X99.9",14.95,3.18621930775502e-05,"3.31",4.2895490581274e-06
"X99.9",15.05,3.40053233667551e-05,"3.31",4.19813557519944e-06
"X99.9",15.15,3.04254226017909e-05,"3.31",4.10924248128149e-06
"X99.9",15.25,2.75622288407324e-05,"3.31",4.02278470774823e-06
"X99.9",15.35,1.7178012819404e-05,"3.31",3.93868057637455e-06
"X99.9",15.45,1.76022395927432e-05,"3.31",3.85685164378097e-06
"X99.9",15.55,1.12790985837502e-05,"3.31",3.77722255394176e-06
"X99.9",15.65,1.97417335659381e-05,"3.31",3.69972089829029e-06
"X99.9",15.75,1.17837709613467e-05,"3.31",3.62427708298616e-06
"X99.9",15.85,8.64377493733434e-06,"3.31",3.55082420293563e-06
"X99.9",15.95,5.61606736017866e-06,"3.31",3.47929792218292e-06
"X99.9",16.05,6.16408243299616e-06,"3.31",3.40963636031349e-06
"X99.9",16.15,1.0256188131704e-05,"3.31",3.34177998453286e-06
"X99.9",16.25,4.71057009482812e-06,"3.31",3.27567150710514e-06
"X99.9",16.35,5.68421109687942e-06,"3.31",3.21125578785496e-06
"X99.9",16.45,3.43494228113329e-06,"3.31",3.14847974145414e-06
"X99.9",16.55,2.80132239153265e-06,"3.31",3.08729224923187e-06
"X99.9",16.65,6.67024252739393e-06,"3.31",3.02764407526237e-06
"X99.9",16.75,1.69459360848323e-06,"3.31",2.96948778649905e-06
"X99.9",16.85,1.83415040767951e-06,"3.31",2.91277767673777e-06
"X99.9",16.95,8.32957171766645e-07,"3.31",2.85746969420475e-06
"X99.9",17.05,8.16717241707137e-07,"3.31",2.80352137257659e-06
"X99.9",17.15,1.73722841353433e-06,"3.31",2.75089176525127e-06
"X99.9",17.25,2.07010358153046e-06,"3.31",2.69954138269935e-06
"X99.9",17.35,1.01680829651117e-06,"3.31",2.64943213273469e-06
"X99.9",17.45,4.22310033314327e-07,"3.31",2.60052726355295e-06
"X99.9",17.55,0,"3.31",2.55279130939513e-06
"X99.9",17.65,1.31979163574155e-06,"3.31",2.50619003870131e-06
"X99.9",17.75,6.09705246414486e-07,"3.31",2.46069040462738e-06
"X99.9",17.85,3.39385984340899e-07,"3.31",2.41626049780486e-06
"X99.9",17.95,0,"3.31",2.37286950123045e-06
"X99.9",18.05,0,"3.31",2.33048764717831e-06
"X99.9",18.15,0,"3.31",2.28908617603409e-06
"X99.9",18.25,0,"3.31",2.24863729695505e-06
"X99.9",18.35,0,"3.31",2.20911415026618e-06
"X99.9",18.45,0,"3.31",2.17049077150682e-06
"X99.9",18.55,0,"3.31",2.13274205704703e-06
"X99.9",18.65,0,"3.31",2.09584373119746e-06
"X99.9",18.75,0,"3.31",2.05977231474031e-06
"X99.9",18.85,0,"3.31",2.02450509481296e-06
"X99.9",18.95,0,"3.31",1.9900200960795e-06
"X99.9",19.05,0,"3.31",1.95629605312874e-06
"X99.9",19.15,0,"3.31",1.92331238404058e-06
"X99.9",19.25,0,"3.31",1.89104916506553e-06
"X99.9",19.35,0,"3.31",1.85948710636527e-06
"X99.9",19.45,0,"3.31",1.82860752876453e-06
"X99.9",19.55,0,"3.31",1.79839234146739e-06
"X99.9",19.65,0,"3.31",1.76882402069342e-06
"X99.9",19.75,0,"3.31",1.73988558919118e-06
"X99.9",19.85,0,"3.31",1.71156059658918e-06
"X99.9",19.95,0,"3.31",1.68383310054579e-06
"X99.9",2.05,0.0261765987359641,"3.31",0.00193720775289785
"X99.9",2.15,0.0278029768927394,"3.31",0.00169385242984078
"X99.9",2.25,0.022934569400583,"3.31",0.00148883834921885
"X99.9",2.35,0.0225344741204045,"3.31",0.00131498735346046
"X99.9",2.45,0.0251920357737258,"3.31",0.00116666351772545
"X99.9",2.55,0.0244266740422668,"3.31",0.00103940200481428
"X99.9",2.65,0.0291022222828621,"3.31",0.000929636201134659
"X99.9",2.75,0.0206811427179652,"3.31",0.000834494882163287
"X99.9",2.85,0.0177183350169032,"3.31",0.000751649878391673
"X99.9",2.95,0.0188331547973261,"3.31",0.000679200567394119
"X99.9",20.05,0,"3.31",1.65668764866225e-06
"X99.9",20.15,0,"3.31",1.63010926112398e-06
"X99.9",20.25,0,"3.31",1.60408341403784e-06
"X99.9",20.35,0,"3.31",1.5785960234339e-06
"X99.9",20.45,0,"3.31",1.55363342990245e-06
"X99.9",20.55,0,"3.31",1.52918238383793e-06
"X99.9",20.65,0,"3.31",1.50523003126318e-06
"X99.9",20.75,0,"3.31",1.48176390020845e-06
"X99.9",20.85,0,"3.31",1.45877188762108e-06
"X99.9",20.95,0,"3.31",1.43624224678261e-06
"X99.9",21.05,0,"3.31",1.4141635752117e-06
"X99.9",21.15,0,"3.31",1.39252480303152e-06
"X99.9",21.25,0,"3.31",1.37131518178218e-06
"X99.9",21.35,0,"3.31",1.35052427365876e-06
"X99.9",21.45,0,"3.31",1.33014194115733e-06
"X99.9",21.55,0,"3.31",1.31015833711128e-06
"X99.9",21.65,0,"3.31",1.29056389510195e-06
"X99.9",21.75,0,"3.31",1.27134932022751e-06
"X99.9",21.85,0,"3.31",1.25250558021548e-06
"X99.9",21.95,0,"3.31",1.23402389686442e-06
"X99.9",22.05,0,"3.31",1.21589573780123e-06
"X99.9",22.15,0,"3.31",1.19811280854116e-06
"X99.9",22.25,0,"3.31",1.18066704483803e-06
"X99.9",22.35,0,"3.31",1.16355060531288e-06
"X99.9",22.45,0,"3.31",1.14675586434976e-06
"X99.9",22.55,0,"3.31",1.13027540524777e-06
"X99.9",22.65,0,"3.31",1.11410201361922e-06
"X99.9",22.75,0,"3.31",1.09822867102381e-06
"X99.9",22.85,0,"3.31",1.08264854882958e-06
"X99.9",22.95,0,"3.31",1.06735500229164e-06
"X99.9",23.05,0,"3.31",1.05234156483988e-06
"X99.9",23.15,0,"3.31",1.03760194256765e-06
"X99.9",23.25,0,"3.31",1.02313000891335e-06
"X99.9",23.35,0,"3.31",1.0089197995275e-06
"X99.9",23.45,0,"3.31",9.9496550731804e-07
"X99.9",23.55,0,"3.31",9.81261477666948e-07
"X99.9",23.65,0,"3.31",9.67802203811578e-07
"X99.9",23.75,0,"3.31",9.5458232238438e-07
"X99.9",23.85,0,"3.31",9.41596609104959e-07
"X99.9",23.95,0,"3.31",9.28839974618649e-07
"X99.9",24.05,0,"3.31",9.16307460476053e-07
"X99.9",24.15,0,"3.31",9.0399423524822e-07
"X99.9",24.25,0,"3.31",8.91895590772345e-07
"X99.9",24.35,0,"3.31",8.80006938523112e-07
"X99.9",24.45,0,"3.31",8.6832380610498e-07
"X99.9",24.55,0,"3.31",8.56841833860911e-07
"X99.9",24.65,0,"3.31",8.45556771593235e-07
"X99.9",24.75,0,"3.31",8.34464475392505e-07
"X99.9",24.85,0,"3.31",8.23560904570385e-07
